id,date,ticker,tweet
100251,22/01/2020,BA,"$BA they aren’t going to let the “free markets” rip this one apart. They will probably have the fed buy this due to “having impact on employment in the nation” 😂😂😂 I’m jk, but seriously they will do everything to prolong a drop."
100252,22/01/2020,BA,"$BA looking for a test of 307, 300, then 297 👍🏻"
100253,22/01/2020,BA,$BA tomorrow fake pump up in the morning and down like today 🤣
100254,22/01/2020,NFLX,$NFLX love when they lie to kill shorts so they can short  🥰
100255,22/01/2020,BA,"$BA Bought a $30 put at beginning of day, the stock started to bounce me and I thought “oh well” as it slowly started losing value. A few hours later I sold the same put for $490. 🤷‍♂️"
100256,22/01/2020,BA,"$BA no position because I made to much off nvax and was busy with that,  but I saw the decline back in end of December. Had all these bling bulls talking now their all gone. Hope y'all found your shirt. 🤣"
100257,22/01/2020,BA,$BA Will go below 300 today probably 😈
100258,22/01/2020,BA,"$BA ALARM! BA is selling off, what do we do? HALT the trade! Call the analysts in our payroll to reaffirm a ‘BUY’ rating, ready? -Yes!. - Start buying!!  (True story)  🤨🤨"
100259,22/01/2020,TSLA,$TSLA blowup your account 50% overnight 🐻 and we 🚀see you at 🌙
100260,22/01/2020,BA,$BA  if disappointment he is implying a big drop ahead lmao 🤣
100261,22/01/2020,TSLA,$TSLA I thought Christmas was over whatd I wake up to 💰💰
